"","Estimate","Std. Error","t value","Pr(>|t|)"
"是否為店面TRUE:週數差-85",89.5383267537682,112.584489022498,0.795298957531133,0.426442520382221
"是否為店面TRUE:週數差-84",62.144880453441,113.019340307486,0.549860583899769,0.582416888025141
"是否為店面TRUE:週數差-83",26.518858065479,106.295547529461,0.249482303650855,0.802988515264453
"是否為店面TRUE:週數差-82",32.6616450737015,117.640527375425,0.27763939691862,0.781290068199096
"是否為店面TRUE:週數差-81",56.5642422997995,107.301815717609,0.52715084010006,0.598090640829198
"是否為店面TRUE:週數差-80",195.656705305567,121.875480253603,1.60538202514925,0.108414609786378
"是否為店面TRUE:週數差-79",278.364981445082,105.396355999966,2.64112529132575,0.00826508929075916
"是否為店面TRUE:週數差-78",-82.8046524018004,107.364434543909,-0.771248437655915,0.44056248877923
"是否為店面TRUE:週數差-77",110.336358292813,117.734101718025,0.937165669782489,0.348676823652729
"是否為店面TRUE:週數差-76",291.17291053026,179.161481920852,1.62519815871411,0.104125185047482
"是否為店面TRUE:週數差-75",168.065782708703,109.002673206811,1.54185010114231,0.123114886166957
"是否為店面TRUE:週數差-74",390.599573483941,118.010368083128,3.30987505444266,0.000933883227006517
"是否為店面TRUE:週數差-73",72.0203359734302,109.046883479438,0.660452950835689,0.508965539401652
"是否為店面TRUE:週數差-72",62.9900825842189,108.77268457341,0.579098353885962,0.562524815046368
"是否為店面TRUE:週數差-71",-18.4448768133398,118.090124509539,-0.156193220135439,0.875881205178256
"是否為店面TRUE:週數差-70",-69.7858905877858,114.861061963786,-0.607567868472154,0.543476236994079
"是否為店面TRUE:週數差-69",42.4773009108825,121.778205820383,0.348808726690674,0.72723403989867
"是否為店面TRUE:週數差-68",-132.548530214285,144.921340785069,-0.914623957356741,0.360392465944036
"是否為店面TRUE:週數差-67",266.33889851042,118.159704182291,2.25405860951992,0.0241957931754571
"是否為店面TRUE:週數差-66",70.3921014072198,107.210563348545,0.656578038661848,0.511454595375184
"是否為店面TRUE:週數差-65",15.4705334374441,117.565027533938,0.131591288344471,0.895307983283268
"是否為店面TRUE:週數差-64",332.314331881628,110.186760931078,3.01591887331629,0.00256300636888681
"是否為店面TRUE:週數差-63",201.942613963602,110.32451207322,1.83044194049621,0.0671884518347896
"是否為店面TRUE:週數差-62",-10.6695755161772,121.247838325371,-0.0879980679535516,0.929878482497813
"是否為店面TRUE:週數差-61",192.424857679348,103.638559901084,1.85669173580765,0.0633595394989605
"是否為店面TRUE:週數差-60",-72.245539381474,108.711281495618,-0.664563404897276,0.506332136903804
"是否為店面TRUE:週數差-59",-80.6018999701275,110.071191884895,-0.732270620403708,0.46400604489931
"是否為店面TRUE:週數差-58",-98.8322484764466,112.826906540833,-0.875963469233984,0.381053126591299
"是否為店面TRUE:週數差-57",197.621480896624,105.102506976779,1.88027371164691,0.0600752466425818
"是否為店面TRUE:週數差-56",316.359343876991,132.381513498381,2.38975469849768,0.0168624572492776
"是否為店面TRUE:週數差-55",10.8348869048634,125.751610168244,0.0861610192534897,0.931338682627268
"是否為店面TRUE:週數差-54",54.5419863754844,110.681271073947,0.492784242955111,0.622166708104387
"是否為店面TRUE:週數差-53",-47.8115451102759,108.775557889448,-0.439543092565596,0.660269524324332
"是否為店面TRUE:週數差-52",135.504273353861,106.164666096984,1.27635943610536,0.201833043334751
"是否為店面TRUE:週數差-51",46.9743146557495,103.57331191514,0.453536859903028,0.650163719849463
"是否為店面TRUE:週數差-50",24.7239152148448,105.57717455468,0.234178602705833,0.814847062445882
"是否為店面TRUE:週數差-49",-40.4174716586367,98.1055105321939,-0.411979627233819,0.680355712632206
"是否為店面TRUE:週數差-48",166.473736802406,104.778336790984,1.58881827962678,0.112106282932972
"是否為店面TRUE:週數差-47",28.8125640898826,106.421307861448,0.270740556274634,0.786591440539208
"是否為店面TRUE:週數差-46",96.4928162793721,100.52521149235,0.959886727387933,0.337115793029888
"是否為店面TRUE:週數差-45",133.83709990925,109.045666543315,1.22734909283247,0.219695850945931
"是否為店面TRUE:週數差-44",-27.4610561521196,109.868262707179,-0.249945302451072,0.802630437456183
"是否為店面TRUE:週數差-43",398.281200813867,110.682825594697,3.59840109496579,0.000320416956022993
"是否為店面TRUE:週數差-42",-141.8788529787,108.642591474765,-1.30592294470125,0.191583378966697
"是否為店面TRUE:週數差-41",-78.6929662644203,107.009703612743,-0.735381592581568,0.462109779270124
"是否為店面TRUE:週數差-40",76.0332066628667,103.067595390724,0.737702343540941,0.460698007552371
"是否為店面TRUE:週數差-39",131.096707151427,108.481071563858,1.20847540738253,0.226868840769606
"是否為店面TRUE:週數差-38",-14.3805710608506,110.499607876183,-0.130141376401664,0.896454977064401
"是否為店面TRUE:週數差-37",55.4751443495854,104.118030702568,0.532810157618712,0.594166820975427
"是否為店面TRUE:週數差-36",343.656877223742,121.488296564922,2.82872414002525,0.00467482469124902
"是否為店面TRUE:週數差-35",-41.6103619179456,104.848495717668,-0.396861792180522,0.691470682178914
"是否為店面TRUE:週數差-34",111.622211604328,110.457447608701,1.01054491137396,0.312238050795768
"是否為店面TRUE:週數差-33",10.5233814831365,108.942827304333,0.0965954505085432,0.923047967015243
"是否為店面TRUE:週數差-32",20.8824057327336,115.004389415915,0.181579206139794,0.855913534157131
"是否為店面TRUE:週數差-31",172.587976257132,108.491678275967,1.59079460286461,0.111660665254055
"是否為店面TRUE:週數差-30",173.779345624593,106.315269423205,1.63456619700446,0.102144855400351
"是否為店面TRUE:週數差-29",72.5926752173778,108.316327402359,0.670191437969645,0.502738139312136
"是否為店面TRUE:週數差-28",97.5320649536009,104.97932000715,0.929059789556253,0.352861547617882
"是否為店面TRUE:週數差-27",40.8971645316453,109.270125368873,0.374275808630997,0.708200347668928
"是否為店面TRUE:週數差-26",169.297911545722,107.31474742099,1.57758291021807,0.114666321516266
"是否為店面TRUE:週數差-25",-101.432059153377,112.071318237511,-0.905067065762656,0.36543320909951
"是否為店面TRUE:週數差-24",144.530086565575,108.776756842572,1.32868538059788,0.183956448889546
"是否為店面TRUE:週數差-23",369.072751930644,121.496270422751,3.03772906482183,0.00238462575929937
"是否為店面TRUE:週數差-22",-68.8883950761045,113.022427922607,-0.609510840833082,0.542188017200061
"是否為店面TRUE:週數差-21",-193.951219848568,106.161107717257,-1.82695173419936,0.0677116045004129
"是否為店面TRUE:週數差-20",-102.01848501892,110.352876225231,-0.924475088539605,0.355242443573394
"是否為店面TRUE:週數差-19",612.466280798827,126.663897375562,4.8353658263242,1.3320385650091e-06
"是否為店面TRUE:週數差-18",303.686206847637,117.82683879442,2.57739416549651,0.00995701585258879
"是否為店面TRUE:週數差-17",8.40291224410498,117.584560863867,0.0714627174041447,0.943029715464028
"是否為店面TRUE:週數差-16",-39.9884733133775,108.591530531243,-0.368246705039971,0.712690485483881
"是否為店面TRUE:週數差-15",-10.3566406746848,110.249414942073,-0.0939382823947536,0.925158472518422
"是否為店面TRUE:週數差-14",-78.3186916938437,126.580022992985,-0.618728689109057,0.536097272593972
"是否為店面TRUE:週數差-13",-89.1005778377451,123.112333389878,-0.723733970304806,0.469231675008044
"是否為店面TRUE:週數差-12",61.8579464075362,104.437436840926,0.592296673287329,0.553654000987891
"是否為店面TRUE:週數差-11",126.302263554846,106.9195294609,1.18128338379037,0.237494482806399
"是否為店面TRUE:週數差-10",100.598506648029,112.518104325623,0.894065068470232,0.371290384160374
"是否為店面TRUE:週數差-9",-78.4649099234933,100.140624158567,-0.783547242518164,0.433308674316858
"是否為店面TRUE:週數差-8",79.9452621831245,102.657158557703,0.778759740736325,0.436124088862028
"是否為店面TRUE:週數差-7",-93.9523378112645,100.978794521504,-0.93041651226344,0.352158923682368
"是否為店面TRUE:週數差-6",-105.211955005276,114.941787383608,-0.915349912335544,0.360011355764944
"是否為店面TRUE:週數差-5",251.247688725678,99.2598709504224,2.53121111603267,0.0113692752388786
"是否為店面TRUE:週數差-4",114.537052839436,103.56387176065,1.10595568601516,0.268749788625451
"是否為店面TRUE:週數差-3",10.0681667698605,103.717943624977,0.0970725644760651,0.922669067249345
"是否為店面TRUE:週數差-2",134.340701979675,114.761321976485,1.17060957181377,0.241760034593637
"是否為店面TRUE:週數差-1",-56.0795233870405,105.069191050547,-0.533738985009048,0.59352395585151
"是否為店面TRUE:週數差1",97.8175479850694,126.890227751886,0.770883224958316,0.440778949748886
"是否為店面TRUE:週數差2",-111.932322854505,179.435980133743,-0.623800883028458,0.532760546092611
"是否為店面TRUE:週數差3",-2.01622372124333,141.927406562267,-0.0142060210221538,0.988665659938517
"是否為店面TRUE:週數差4",-14.8234633576523,132.677178147181,-0.111725796136607,0.91104116959194
"是否為店面TRUE:週數差5",2.46353736787356,132.398025340744,0.0186070552150103,0.985154631606013
"是否為店面TRUE:週數差6",119.651082223055,107.196484279873,1.11618476134595,0.264347177225851
"是否為店面TRUE:週數差7",236.473039701955,126.854452058641,1.86412881743118,0.0623081157237723
"是否為店面TRUE:週數差8",-32.6526078948673,112.208513224731,-0.29099938103155,0.771052720263449
"是否為店面TRUE:週數差9",41.3880517610127,125.509119411358,0.329761311011695,0.741581384301498
"是否為店面TRUE:週數差10",7.88438801098681,117.589750948379,0.0670499592642897,0.946542136887525
"是否為店面TRUE:週數差11",103.155923477855,117.552796820194,0.877528449073309,0.380202912977335
"是否為店面TRUE:週數差12",-127.29208834514,126.361837463373,-1.00736180242739,0.313764685709366
"是否為店面TRUE:週數差13",-134.887872843068,110.391969379404,-1.22189932475499,0.221750126728791
"是否為店面TRUE:週數差14",266.23988720719,110.56825782552,2.4079233266687,0.0160463134754801
"是否為店面TRUE:週數差15",49.2123169570709,140.822673353228,0.349463021722581,0.726742858085806
"是否為店面TRUE:週數差16",142.961152580582,106.160567969772,1.34665022347364,0.178097600447713
"是否為店面TRUE:週數差17",334.423912823165,110.144146470233,3.03623863401171,0.00239644402781545
"是否為店面TRUE:週數差18",207.43046372092,113.192185360298,1.83255109935951,0.0668739224683941
"是否為店面TRUE:週數差19",-64.2309320472337,104.559212222873,-0.61430198909994,0.539017935871272
"是否為店面TRUE:週數差20",162.35501563908,121.365353666907,1.33773775409307,0.180986613915071
"是否為店面TRUE:週數差21",67.8479378445279,110.683990890852,0.612987816019702,0.539886538103319
"是否為店面TRUE:週數差22",-94.7321393218089,114.891712554219,-0.824534139284444,0.409639148081084
"是否為店面TRUE:週數差23",-44.8770317955286,107.092167382078,-0.419050551432195,0.675180571203455
"是否為店面TRUE:週數差24",-51.6414566533854,132.176253944276,-0.390701469532924,0.696019191412906
"是否為店面TRUE:週數差25",182.151307511195,118.140566599882,1.54181846891004,0.123122574918167
"是否為店面TRUE:週數差26",-80.124194873853,110.436739069722,-0.725521194747235,0.468134955973917
"是否為店面TRUE:週數差27",-33.812563649696,117.419318189317,-0.287964230853219,0.773375036080288
"是否為店面TRUE:週數差28",216.7079402468,101.991424547976,2.12476628507981,0.0336098772212662
"是否為店面TRUE:週數差29",376.184408974927,121.594476878295,3.09376230428173,0.00197719458039882
"是否為店面TRUE:週數差30",-214.731211966272,121.669369175541,-1.76487486884611,0.0775894878660211
"是否為店面TRUE:週數差31",-154.481835553879,117.637925971969,-1.31319754473306,0.189121021230768
"是否為店面TRUE:週數差32",96.2711575751126,105.766641059579,0.910222321619178,0.362708645706867
"是否為店面TRUE:週數差33",597.479950346611,118.15947956516,5.0565553652183,4.28052990051425e-07
"是否為店面TRUE:週數差34",-59.0583845413631,132.849310546533,-0.444551682642545,0.656645249871056
"是否為店面TRUE:週數差35",260.668563019272,105.680060071361,2.46658227524903,0.0136434955282969
"是否為店面TRUE:週數差36",19.9317105560162,106.969394370542,0.186330965724389,0.852185806306437
"是否為店面TRUE:週數差38",258.263364233329,108.965234538785,2.37014461838654,0.0177840266326287
"是否為店面TRUE:週數差39",-66.6283870310745,114.231315610777,-0.58327601914434,0.559709524600084
"是否為店面TRUE:週數差40",6.5990927703726,111.827279622972,0.0590114754881062,0.952943149114413
"是否為店面TRUE:週數差41",446.120793180154,114.341141985008,3.90166466273921,9.56294591450068e-05
"是否為店面TRUE:週數差42",182.906474845635,104.372792574756,1.7524344259988,0.0797038451594248
"是否為店面TRUE:週數差43",-87.8500237042307,120.852722874071,-0.726918033909514,0.467278783758961
"是否為店面TRUE:週數差44",-11.4553131920158,103.231394721177,-0.110967339179676,0.911642588498699
"是否為店面TRUE:週數差45",370.558238282175,103.156081279758,3.59220933642512,0.000328127825520598
"是否為店面TRUE:週數差46",126.548302304595,141.531541516003,0.89413498184987,0.371252981167172
"是否為店面TRUE:週數差47",5.87359183398409,105.647333617306,0.0555962146215678,0.955663650807895
"是否為店面TRUE:週數差48",-29.7837706754226,111.869675099415,-0.266236320512727,0.790058055843217
"是否為店面TRUE:週數差49",140.287917214427,131.800689404595,1.06439441135076,0.287154013652649
"是否為店面TRUE:週數差50",107.791454482478,125.532856923977,0.858671244515342,0.390525082061615
"是否為店面TRUE:週數差51",107.163708603281,132.016498156456,0.811744820532042,0.41694103923478
"是否為店面TRUE:週數差52",0.660160128103322,114.22446659552,0.00577949845404848,0.995388670801229
"是否為店面TRUE:週數差53",-7.26824666382561,110.153410624321,-0.0659829470792695,0.947391604807108
"是否為店面TRUE:週數差54",176.364559697431,104.391833453999,1.68944786064273,0.091138425742827
"是否為店面TRUE:週數差55",28.4758417102338,101.994472574409,0.279190048161281,0.780099867721741
"是否為店面TRUE:週數差56",480.875078652934,140.819425135651,3.4148348368111,0.00063859619628276
"是否為店面TRUE:週數差57",173.151455833021,105.436215061781,1.64223891887206,0.100545331620003
"是否為店面TRUE:週數差58",89.3485965195412,103.09817845725,0.866636034278627,0.386144658441139
"是否為店面TRUE:週數差59",73.3237652615131,109.944530714822,0.666915987405528,0.504828162781077
"是否為店面TRUE:週數差60",117.245467575518,101.72553214582,1.1525667657108,0.249092484466915
"是否為店面TRUE:週數差61",-1.06038312685425,111.922771716488,-0.0094742393401435,0.992440792833837
"是否為店面TRUE:週數差62",178.576430980472,104.327455008,1.71169162486307,0.0869582775420837
"是否為店面TRUE:週數差63",237.380414959374,108.291566713906,2.19204894861765,0.028379501813094
"是否為店面TRUE:週數差64",123.408455699354,117.387666108424,1.05128979722085,0.293129415221088
"是否為店面TRUE:週數差65",-20.3425180520216,104.601543823247,-0.194476269742212,0.845803582048773
"是否為店面TRUE:週數差66",162.316600067656,111.67538982335,1.45346795139387,0.146098693747167
"是否為店面TRUE:週數差67",-12.3602317014184,105.226272017179,-0.117463362185829,0.90649323824615
"是否為店面TRUE:週數差68",-53.9241293240422,117.708428512865,-0.458116126477286,0.646870543233146
"是否為店面TRUE:週數差69",-88.9547043789776,131.969785388159,-0.67405356549863,0.50027965345672
"是否為店面TRUE:週數差70",39.9097903482178,125.722685973,0.317443029786914,0.750908479607421
"是否為店面TRUE:週數差71",170.291381617728,103.196987266301,1.65015846032683,0.0989153562417418
"是否為店面TRUE:週數差72",19.0778807913573,112.05828548554,0.170249622405826,0.864814357496469
"是否為店面TRUE:週數差73",-5.10233164333759,121.108990244413,-0.0421300816152498,0.966395129039585
"是否為店面TRUE:週數差74",-10.1014615508558,114.409964039839,-0.0882917990196937,0.929645028607474
"是否為店面TRUE:週數差75",-127.964129235894,120.788308363573,-1.05940824049561,0.289417830360444
"是否為店面TRUE:週數差76",136.662346297719,108.356348462529,1.26123063610784,0.207230284884856
"是否為店面TRUE:週數差77",66.4162693007224,110.283134796481,0.60223414417162,0.547020388850696
"是否為店面TRUE:週數差78",181.719634044602,121.012112045925,1.50166484141387,0.133188540037021
"是否為店面TRUE:週數差79",19.2561391173326,121.000999921071,0.159140330492255,0.873558807791491
"是否為店面TRUE:週數差80",61.4271858786421,106.667786363998,0.575873822571186,0.564702461972067
"是否為店面TRUE:週數差81",411.390839605172,117.768676328984,3.49321103394217,0.000477565910014092
"是否為店面TRUE:週數差82",231.635247292162,114.583448191964,2.02154194996906,0.0432277790618394
"是否為店面TRUE:週數差83",-44.6384360388328,132.330089582088,-0.33732642500134,0.735871929495937
"是否為店面TRUE:週數差84",-44.2029728355982,121.337786419969,-0.364296845523493,0.715637538777219
