"coef","Estimate","Std. Error","t value","Pr(>|t|)","2.5 %","97.5 %"
"週數差-55",-13.5750198402857,25.3604517435059,-0.535283045333051,0.592455990380231,-63.28152281558,36.1314831350086
"週數差-54",-55.2967197885536,27.3417670546646,-2.02242670263405,0.0431363993178435,-108.88660214546,-1.70683743164684
"週數差-53",-28.7218686810769,26.5462689724982,-1.08195500885012,0.279276557052542,-80.7525742461833,23.3088368840295
"週數差-52",-22.93364082672,26.8001058743689,-0.855729486078386,0.392150599098559,-75.4618668952341,29.5945852417941
"週數差-51",-15.5876629892058,25.0415962839746,-0.622470820647369,0.533634521073757,-64.6692090430629,33.4938830646513
"週數差-50",-9.94647095832652,24.7682478627878,-0.401581533479009,0.687993350388853,-58.4922539174077,38.5993120007547
"週數差-49",-25.8281591224334,26.1123121814874,-0.989118042972257,0.322609093929149,-77.0083090767136,25.3519908318467
"週數差-48",-21.289033737166,25.8346227788577,-0.824050496862232,0.409913907256013,-71.9249122700368,29.3468447957048
"週數差-47",-10.1298520512323,27.6623862607536,-0.366195886202494,0.714220110358216,-64.3481482740505,44.0884441715858
"週數差-46",1.68092160695207,26.6755843587318,0.0630134877027295,0.949755958908369,-50.6032422047023,53.9650854186064
"週數差-45",-20.6949626157586,27.4486487183879,-0.753951964196149,0.45088081302168,-74.4943331075612,33.104407876044
"週數差-44",-30.6693198912159,24.4187638459936,-1.25597348353274,0.209130124523605,-78.5301139354192,17.1914741529874
"週數差-43",-9.21682346508569,27.3099536527294,-0.337489531556366,0.735748998422592,-62.7443515321737,44.3107046020023
"週數差-42",-17.9082488981277,26.0681724343617,-0.68697753719482,0.492099348775478,-69.0018849174819,33.1853871212265
"週數差-41",-11.4057593785634,25.4056387833033,-0.448945979113084,0.653472131942581,-61.2008289831454,38.3893102260185
"週數差-40",-23.807216466843,26.2600643041018,-0.906593989685105,0.36462492136631,-75.2769606837419,27.6625277500558
"週數差-39",-16.0853846897532,25.4812862742042,-0.631262665340293,0.527871026562681,-66.0287234288747,33.8579540493683
"週數差-38",-23.2743410454361,26.7017184953478,-0.871642064891484,0.383406913118185,-75.6097277829515,29.0610456920793
"週數差-37",-36.403632831344,26.8616846513771,-1.35522523266156,0.175350544290851,-89.0525533454276,16.2452876827395
"週數差-36",-17.1926740674869,27.05110977914,-0.635562614911449,0.525063793438316,-70.212867963132,35.8275198281583
"週數差-35",-22.7235148748936,26.0679318018737,-0.871703787151239,0.383373231948146,-73.8166792544047,28.3696495046176
"週數差-34",-21.5908910976663,26.5581081483819,-0.812967963570169,0.416239420994542,-73.6448014557014,30.4630192603688
"週數差-33",-10.6896962776602,27.1158189483961,-0.394223618988005,0.693417250084108,-63.836720189848,42.4573276345276
"週數差-32",3.50320669436579,27.1917881064675,0.128833259535903,0.897489988427493,-49.7927168202383,56.7991302089699
"週數差-31",-35.0954008922552,25.5540418815058,-1.37337964205399,0.169639119539208,-85.1813406720593,14.9905388875489
"週數差-30",-12.8794094696816,27.3059405826649,-0.471670603350616,0.637163515262687,-66.3990719166649,40.6402529773016
"週數差-29",-5.83599620367549,24.9294301931995,-0.234100665697023,0.814907570686684,-54.6976966419564,43.0257042346055
"週數差-28",-0.793880298640061,26.5364802375367,-0.0299165635959924,0.97613368830115,-52.8053999364447,51.2176393391646
"週數差-27",-13.4946143794845,28.2410925191144,-0.47783613082075,0.6327684590692,-68.8471752693507,41.8579465103818
"週數差-26",-2.29521243536746,26.4769966665593,-0.0866870387254431,0.930920547788739,-54.1901442328738,49.5997193621389
"週數差-25",-0.466590173804893,25.2068186992216,-0.0185104744621859,0.985231678727644,-49.871972275936,48.9387919283262
"週數差-24",-18.298968636629,26.5159577845306,-0.690111546613813,0.490126520627036,-70.2702642523334,33.6723269790754
"週數差-23",-21.7365493614179,27.0550799040575,-0.803418413048485,0.421735890791113,-74.7645247046501,31.2914259818144
"週數差-22",-32.4002727555518,28.5473602021553,-1.13496563346357,0.256393927289917,-88.3531185162191,23.5525730051154
"週數差-21",5.28069458718657,26.8866222504023,0.196406024453576,0.844292998825561,-47.4171036382516,57.9784928126247
"週數差-20",-12.230383191808,26.1627236790059,-0.467473621701788,0.640162636474934,-63.5093397161264,39.0485733325103
"週數差-19",5.37694747507467,28.9171668764331,0.185943093873998,0.852489971009243,-51.3007196232086,62.0546145733579
"週數差-18",-12.9091674420839,26.9244471957878,-0.479458959666345,0.631613780262273,-65.6811025866654,39.8627677024977
"週數差-17",-22.854526480822,26.0330896910229,-0.87790295935188,0.379999646722049,-73.879400298943,28.1703473372991
"週數差-16",11.5728439589183,25.8996025512134,0.446834808991155,0.654995833615743,-39.1903949727577,62.3360828905942
"週數差-15",-10.5466305324174,25.7749695695376,-0.409181105101362,0.682408115580429,-61.0655887337206,39.9723276688858
"週數差-14",-2.30891020445789,28.6505750914921,-0.0805886163570771,0.93576936912891,-58.464057219685,53.8462368107692
"週數差-13",-1.95390002528674,32.6252569943976,-0.0598891841870323,0.952244079379753,-65.8994263220347,61.9916262714613
"週數差-12",-21.3969918991512,24.6480452984791,-0.868100964601502,0.385342286522613,-69.7071777489663,26.913193950664
"週數差-11",-0.226195212228658,25.0730991278004,-0.00902143014215018,0.99280206565486,-49.3694868617949,48.9170964373376
"週數差-10",8.80978698809713,26.8172928704504,0.328511420994493,0.742526074682891,-43.7521256046359,61.3716995808302
"週數差-9",-2.05420006697053,25.4445221895978,-0.0807325070466571,0.935654934289138,-51.9254811748102,47.8170810408692
"週數差-8",-2.2273367201543,24.8620584948267,-0.0895877837556277,0.928615070133719,-50.9569885829804,46.5023151426718
"週數差-7",16.0185450307281,24.1737910919085,0.662640997013077,0.507562869937036,-31.3621022458642,63.3991923073203
"週數差-6",-13.5825098475481,27.0203911949046,-0.502676284350368,0.615193598995364,-66.5424952968242,39.3774756017281
"週數差-5",20.5206675166479,24.2490276218602,0.846247026340503,0.397418086180079,-27.0074434107389,68.0487784440347
"週數差-4",7.05333664595343,25.0100099702293,0.282020545147698,0.77792865975732,-41.9663002110943,56.0729735030012
"週數差-3",2.36688702480732,25.5271961986259,0.0927202112754838,0.926126127305572,-47.6664351979658,52.4002092475805
"週數差-2",-12.5528224833119,26.3042922304656,-0.477215747655559,0.633210112282028,-64.1092534665046,39.0036084998807
"週數差-1",-11.8615097912255,26.8237285798395,-0.442202125477088,0.658344427905473,-64.436036378817,40.7130167963659
"週數差1",2.99059436084261,29.7476827897408,0.100532010576433,0.919922282641077,-55.3148845025222,61.2960732242074
"週數差2",-5.66477384404181,28.1472810687717,-0.201254743937831,0.84050002097284,-60.8334642262869,49.5039165382033
"週數差3",19.9639750533065,29.6351496838882,0.673658654208191,0.500530762863205,-38.1209388446762,78.0488889512891
"週數差4",17.4328136125459,28.0587319786863,0.621297271230506,0.534406240133913,-37.5623204918259,72.4279477169178
"週數差5",9.29285507878743,26.8909773103771,0.345575208053199,0.729663105205663,-43.4134790672166,61.9991892247915
"週數差6",-2.92231628161627,26.0672114582583,-0.112106977238275,0.910738933438546,-54.0140687871424,48.1694362239098
"週數差7",-17.4784019288543,29.6425607728026,-0.589638731377451,0.55543494062897,-75.5778415662402,40.6210377085315
"週數差8",-4.12232800932827,25.7077121654468,-0.160353748431531,0.872602922650537,-54.5094616520486,46.2648056333921
"週數差9",-22.0041186945867,24.3389417462382,-0.90407047783775,0.36596140135495,-69.7084613680055,25.700223978832
"週數差10",-0.739066521552435,26.0379431429666,-0.0283842128963275,0.97735580305565,-51.7734531088433,50.2953200657384
"週數差11",-8.15261564101587,25.8824359983349,-0.314986411694029,0.752772987958842,-58.8822081171649,42.5769768351331
"週數差12",-23.1307390004991,27.8245626309942,-0.831306472171947,0.405803590575663,-77.6669010212699,31.4054230202716
"週數差13",-1.108929194379,26.3343423947955,-0.0421096216398462,0.966411440102453,-52.7242585204631,50.5064001317051
"週數差14",4.36779101889079,26.9501448312485,0.16206929670472,0.871251790858156,-48.454511508985,57.1900935467666
"週數差15",2.94370597581277,24.8094469569413,0.118652623773589,0.905550940820331,-45.682827236333,51.5702391879585
"週數差16",-1.16640243666831,26.828768510304,-0.0434758097905363,0.965322381594248,-53.7508072914596,51.418002418123
"週數差17",-7.07567909192536,25.4149536813717,-0.278406137608332,0.780701499264752,-56.8890059031705,42.7376477193198
"週數差18",-3.67247638581818,29.1385421489552,-0.126035007758611,0.899704605393294,-60.7840391715114,53.439086399875
"週數差19",12.7315790647077,25.078933407301,0.507660308272972,0.611693321102757,-36.4231477767189,61.8863059061343
"週數差20",24.8197423463898,26.5871595543725,0.933523654365251,0.350553150822572,-27.2911087875004,76.93059348028
"週數差21",14.1424813692774,27.3297210267392,0.517476243370376,0.604825519672893,-39.4237907645557,67.7087535031104
"週數差22",-0.123262067846066,26.8127186820328,-0.00459714918534776,0.996332032750244,-52.6762092481138,52.4296851124217
"週數差23",1.4338897719022,25.6771333408737,0.0558430628866068,0.955467001851272,-48.893309353484,51.7610888972884
"週數差24",11.6269653436259,25.9756863876016,0.447609551876002,0.65443650859322,-39.2853979600467,62.5393286472985
"週數差25",1.52858947503026,28.0603418065294,0.0544750839305376,0.956556827635152,-53.4696998930286,56.5268788430891
"週數差26",-16.3830569762964,26.4674371882382,-0.618989169966816,0.535925675285369,-68.2592521896749,35.4931382370821
"週數差27",-12.5480000744606,25.3746448503095,-0.49450938716518,0.620948159397369,-62.2823215489165,37.1863213999952
"週數差28",-4.16748406977038,25.2258514398366,-0.165206874372895,0.868781671375953,-53.6101703566838,45.2752022171431
"週數差29",13.257161870154,27.4499357419321,0.48295784714361,0.629127302654761,-40.5447311886865,67.0590549289944
"週數差30",17.1027955569058,27.7368050384125,0.616610151501598,0.537494069066705,-37.2613615216469,71.4669526354585
"週數差31",26.2636440149261,26.2347691796166,1.00110063233688,0.316781907592261,-25.1565217404689,77.6838097703212
"週數差32",9.07752365558648,25.473410226206,0.356352901907413,0.721577459363353,-40.8503780240056,59.0054253351785
"週數差33",-4.72027361628856,28.1343564802656,-0.167776135899875,0.866759922123017,-59.8636317961135,50.4230845635364
"週數差34",22.6854989674626,28.7379144517695,0.789392668195719,0.429885435785457,-33.6408332543766,79.0118311893019
"週數差35",-8.98834857911769,25.1440953109732,-0.357473532769941,0.720738504116462,-58.270792796856,40.2940956386206
"週數差36",10.2462443719141,25.2662040647514,0.405531608375176,0.685088131709993,-39.2755330877702,59.7680218315983
"週數差37",-11.0037015744723,48.0968974851246,-0.228781941244247,0.819039127266157,-105.273653944661,83.2662507957164
"週數差38",13.4397219262281,27.2023764716601,0.494064257225095,0.621262478783388,-39.8769547914842,66.7563986439405
"週數差39",12.9731119523625,24.3096827584709,0.533660273614305,0.59357843438342,-34.6738830847751,60.6201069895001
"週數差40",-1.01614839229943,24.2746966373805,-0.0418603951051924,0.966610118147985,-48.5945706078777,46.5622738232788
"週數差41",2.85158645338698,24.7037073405204,0.11543151860084,0.908103456327064,-45.5676970373661,51.2708699441401
"週數差42",1.04858750832648,24.4211082433591,0.042937752778342,0.965751286772477,-46.8168015563363,48.9139765729892
"週數差43",8.97244771404058,24.5347130733221,0.365704203967104,0.714587005735032,-39.1156068960028,57.0605023240839
"週數差44",13.049300210029,23.8224178919542,0.547773961031735,0.583849011907887,-33.6426553513835,59.7412557714416
"週數差45",8.90348061300425,23.5386232232471,0.378249846159695,0.705246241731884,-37.2322372012605,55.039198427269
"週數差46",6.29674956594912,27.9845049675406,0.225008431389184,0.82197342654963,-48.5528995451868,61.146398677085
"週數差47",2.90671499049434,25.046298245883,0.116053676354035,0.907610362157662,-46.1840469119586,51.9974768929472
"週數差48",21.2563326766905,24.4125534885645,0.870713204444081,0.383914001038116,-26.592289062652,69.104954416033
"週數差49",8.77412321088843,24.3080706451853,0.360955146912341,0.718134157162017,-38.8697120830934,56.4179585048702
"週數差50",11.3413544473877,24.4519111066462,0.463822823415427,0.642776252119437,-36.5844082506437,59.2671171454191
"週數差51",-4.72253470384555,25.2589841129065,-0.186964554185396,0.851689011401311,-54.2301610529151,44.785091645224
"週數差52",40.2866156354148,24.3189952098154,1.65659046715691,0.0976071553638267,-7.37863181280539,87.951863083635
"週數差53",-3.49005087232454,25.4547354218304,-0.137108118174798,0.890945762801997,-53.3813499224112,46.4012481777621
"週數差54",22.5293765235823,24.467835593348,0.92077521273305,0.357171235732153,-25.4275981794098,70.4863512265743
"週數差55",9.42018736326627,25.262091284279,0.372898160221937,0.709225464291813,-40.0935290438446,58.9339037703771
"週數差56",33.4325862997338,24.7600882158544,1.35026119488242,0.176936943506534,-15.0972037457087,81.9623763451763
"週數差57",22.2457238209101,24.2868427611238,0.915957831147943,0.359692430392303,-25.3565048056143,69.8479524474344
"週數差58",26.6413483241799,23.3512326111519,1.14089687545901,0.25391706750218,-19.1270837606405,72.4097804090002
"週數差59",40.10039592413,24.6843742509634,1.62452552033256,0.104268574863618,-8.2809946977065,88.4817865459665
"週數差60",22.6765566507968,24.341138148166,0.931614475574773,0.351539279550768,-25.0320909719211,70.3852042735147
"週數差61",34.3785140524448,24.6209241389424,1.39631290273418,0.162625085740902,-13.8785143059015,82.635542410791
"週數差62",7.29727741718029,24.2717256144125,0.300649304178323,0.763682897604567,-40.2753215913237,54.8698764256842
"週數差63",39.2724672397039,24.8336690427228,1.58142025538559,0.113786872738242,-9.40154127734358,87.9464757567513
"週數差64",15.3633999954485,25.2862760806991,0.607578591106789,0.543469138342736,-34.1977186293899,64.9245186202868
"週數差65",18.9727216825054,25.218103207804,0.752345310278294,0.451846166310868,-30.4547780642599,68.4002214292706
"週數差66",38.1286213764174,23.6839237718581,1.60989461643695,0.107425748492641,-8.29188561372195,84.5491283665568
"週數差67",28.7543576965433,23.4720101527392,1.22504879255889,0.22056130200434,-17.2507984534071,74.7595138464936
"週數差68",25.41507223598,26.5075511486127,0.958786124508153,0.337670087467769,-26.5397463675049,77.3698908394649
"週數差69",31.9544238834636,25.1085670974641,1.27265023764303,0.203146761600967,-17.2583850111993,81.1672327781264
"週數差70",10.5134671607407,25.2752775354288,0.415958524926333,0.677441733950629,-39.0260943077532,60.0530286292345
"週數差71",31.6489023131355,23.6856751197848,1.33620435782719,0.181487191745404,-14.7750373201527,78.0728419464238
"週數差72",20.8227974888805,25.1414652534643,0.828225295501078,0.407545979317401,-28.4544918143194,70.1000867920805
"週數差73",29.8583003755724,25.5946860134359,1.1665820147158,0.243383514684488,-20.3073019309542,80.023902682099
"週數差74",10.618994563367,25.0427923527836,0.424033966091913,0.671542453566113,-38.4648957861837,59.7028849129178
"週數差75",11.2549760706461,24.2494315017005,0.464133605353051,0.642553589680265,-36.2739264615073,58.7838786027995
"週數差76",11.9442965480298,25.0660155853318,0.476513569034059,0.633710153769985,-37.1851113533938,61.0737044494534
"週數差77",11.3443763926986,25.9340764202596,0.437431285728626,0.661800060833312,-39.4864313461756,62.1751841315728
"週數差78",18.4316021522063,25.2093147767838,0.731142528680733,0.464694750524662,-30.9786722636748,67.8418765680874
"週數差79",31.8817857000076,25.158679941029,1.26722808091431,0.205078314009359,-17.4292444027376,81.1928158027529
"週數差80",18.0509663957556,24.1559253187975,0.747268678700077,0.454904113641792,-29.2946639531701,65.3965967446812
"週數差81",25.0036667256537,26.7168588775337,0.935875989025018,0.349340538020447,-27.3613951714283,77.3687286227356
"週數差82",9.28971012991347,25.692621631716,0.361571125869299,0.717673727041717,-41.0678460562468,59.6472663160737
"週數差83",48.6385080534944,26.6031683760442,1.82829756839387,0.0675095115800158,-3.50372038195586,100.780736488945
"週數差84",15.3697450741099,26.4519213721026,0.581044562241878,0.561212446638719,-36.4760391289006,67.2155292771204
"週數差85",25.8519135414499,54.3758682534671,0.475429898809965,0.634482194691382,-80.7248258818649,132.428652964765
"到學校距離",0.0171378463369077,0.00852792882489537,2.00961413829788,0.0444761925562843,0.000423099935897463,0.033852592737918
"到捷運站距離",-0.099189664227132,0.0064937766301539,-15.2745728528056,1.39623646942863e-52,-0.111917470918127,-0.0864618575361373
"屋齡",-2.91448678004559,0.0761959294433458,-38.2499012918087,1.47318636590115e-316,-3.06383085450794,-2.76514270558324
"總樓層數",2.23360269515894,0.197364490530894,11.3171456990604,1.15103535925939e-29,1.84676815707531,2.62043723324257
"租賃面積",-0.0121529293569124,0.00261840091253987,-4.64135545428143,3.468097086291e-06,-0.0172849969583109,-0.00702086175551392
"是否為一樓TRUE",160.783633363826,3.12234112507935,51.4945763204331,0,154.663842596952,166.903424130699
"土地使用分區住",-24.4722802842067,6.31894981601111,-3.87283979090928,0.000107680413365585,-36.8574262984422,-12.0871342699713
"土地使用分區其他",24.6204465198312,6.70598190039083,3.67141559365024,0.000241404906700478,11.4767173522542,37.7641756874081
"土地使用分區商",16.7310654830992,6.5447428497148,2.55641296645112,0.0105780175410254,3.90336496647927,29.5587659997191
"土地使用分區農",15.9743627496904,59.9036467481678,0.266667617363028,0.789725939680882,-101.436826350333,133.385551849713
"有無車位TRUE",-44.6020812712076,2.49999966329248,-17.8408349113404,5.04566129778654e-71,-49.5020823421074,-39.7020802003078
"村里士林區仁勇里",663.534291094758,28.0835250385224,23.627172521419,6.74815328423661e-123,608.490562575943,718.578019613574
"村里士林區公館里",318.43142524695,71.2155322123158,4.47137605175238,7.78499672897448e-06,178.84893280554,458.013917688359
"村里士林區天山里",32.7535538267751,15.4006201367086,2.12676850256857,0.0334430999446749,2.56832769638056,62.9387799571696
"村里士林區天母里",39.1496613990124,20.5613165485932,1.90404448598848,0.0569088273079218,-1.15053327162581,79.4498560696507
"村里士林區天玉里",15.9389202866229,14.8270994787234,1.07498572525901,0.282385132644511,-13.12220495705,45.0000455302959
"村里士林區天和里",84.2802707058348,22.1621150184267,3.80289835314725,0.000143144444142867,40.8425099260281,127.718031485641
"村里士林區天祿里",16.1313203517045,17.2085154550836,0.937403368338733,0.348554611979866,-17.597381854381,49.8600225577901
"村里士林區天壽里",12.3211941384396,16.5240214712273,0.745653481502315,0.45587947875991,-20.0658993853858,44.7082876622651
"村里士林區天福里",62.1995783528511,14.9795583504859,4.15229721047373,3.29576145840436e-05,32.8396336149704,91.5595230907317
"村里士林區永倫里",-96.2859359463014,43.4868026177424,-2.21414153605805,0.0268225207762779,-181.520099184674,-11.0517727079289
"村里士林區永福里",211.42468194276,46.8732639278767,4.51056026881499,6.47702316870772e-06,119.553052191946,303.296311693573
"村里士林區名山里",-111.521782973427,23.1899617034421,-4.80905421059293,1.5198684172731e-06,-156.974123967482,-66.069441979372
"村里士林區百齡里",-203.759339075403,46.1969710490896,-4.4106644753589,1.03220097532931e-05,-294.305434315571,-113.213243835236
"村里士林區岩山里",-32.832413264395,30.8243852199017,-1.06514413929647,0.286814686951021,-93.2482296363178,27.5834031075279
"村里士林區忠誠里",-80.2114756252153,18.3918167285204,-4.36125896692034,1.29515974840518e-05,-116.259449146482,-44.1635021039484
"村里士林區承德里",-101.614681143792,20.563657016905,-4.94146936317098,7.77294529669093e-07,-141.919463133942,-61.3098991536422
"村里士林區明勝里",-189.853080042636,31.9665978478153,-5.93910809484567,2.88036636972622e-09,-252.507633956067,-127.198526129204
"村里士林區東山里",117.652096249232,29.4878311064178,3.98985248608624,6.61872143163533e-05,59.8559268650861,175.448265633378
"村里士林區社子里",-143.286334080716,33.0868611365738,-4.3306112806914,1.48919589505661e-05,-208.136604815716,-78.4360633457164
"村里士林區社園里",-137.284051043927,44.256865057812,-3.1019831807923,0.00192311658804112,-224.02753719798,-50.5405648898742
"村里士林區社新里",-88.3242996692282,31.8272998563787,-2.77511130594783,0.00551986691492344,-150.705829423003,-25.9427699154539
"村里士林區芝山里",2.48386801608819,18.212287051683,0.136384189917468,0.891517996318852,-33.2122272142821,38.1799632464585
"村里士林區前港里",-169.58015849742,24.0361581679417,-7.05521062528197,1.74064748974309e-12,-216.691045147749,-122.469271847092
"村里士林區後港里",-78.9233134921458,21.924744897943,-3.59973691185572,0.000318777452106001,-121.895828671464,-35.9507983128276
"村里士林區富光里",-142.930138249163,44.8729003534433,-3.18522175128793,0.00144711780984746,-230.881054009159,-54.9792224891679
"村里士林區富洲里",-193.196123536915,102.303570540284,-1.88845924454651,0.0589687986700904,-393.711192624596,7.31894555076502
"村里士林區菁山里",254.424908822248,146.551581917592,1.73607753320135,0.0825548920754588,-32.8162931995668,541.666110844062
"村里士林區陽明里",233.609105709877,31.3729248864201,7.44620103339475,9.72563554629753e-14,172.118151211803,295.100060207951
"村里士林區新安里",307.917656546553,48.9330936895649,6.29262597823888,3.14133201447353e-10,212.00875903673,403.826554056376
"村里士林區溪山里",1030.36726819206,203.836395319464,5.05487386870832,4.31848187501546e-07,630.847792242077,1429.88674414203
"村里士林區義信里",62.9673298666254,22.2181050301665,2.83405491967617,0.0045975674939552,19.4198286250445,106.514831108206
"村里士林區聖山里",-77.8952359412294,18.7159224696014,-4.16197684446212,3.15912208241497e-05,-114.578456939406,-41.2120149430528
"村里士林區葫東里",-98.5287446018538,35.8470197368722,-2.74858957104618,0.00598688872724154,-168.788928104403,-28.2685610993043
"村里士林區葫蘆里",-91.5405934608254,38.9736001552552,-2.34878464129987,0.0188377920527156,-167.928876748058,-15.1523101735928
"村里士林區福中里",-200.432762799105,27.0060200321395,-7.42178086813879,1.1696880626191e-13,-253.364580759412,-147.500944838799
"村里士林區福安里",-215.012308491269,203.084231283645,-1.05873463011987,0.289724608903952,-613.05754241029,183.032925427753
"村里士林區福志里",-119.940782199393,22.3882055491814,-5.35732003781692,8.47534866653987e-08,-163.82168057601,-76.0598838227762
"村里士林區福佳里",-74.7357707050793,25.1067120308019,-2.97672473454073,0.00291453370475196,-123.9449436678,-25.5265977423586
"村里士林區福林里",6.59988466564821,28.5715029845753,0.230995361679477,0.817319136677911,-49.4002809652772,62.6000502965736
"村里士林區福華里",-158.172462648074,31.4407466962072,-5.03081126464325,4.8971458471745e-07,-219.796347940287,-96.5485773558619
"村里士林區福順里",-58.6591409935107,27.737069256515,-2.11482837105195,0.0344483950437731,-113.023815939727,-4.29446604729412
"村里士林區福德里",30.9306683349244,29.1553107944446,1.06089310976641,0.288742445533684,-26.2137610075377,88.0750976773866
"村里士林區翠山里",-40.6931773579402,51.2090084838587,-0.794648804238552,0.426820738621599,-141.062869440283,59.6765147244025
"村里士林區德行里",-63.054147259359,18.223879730499,-3.45997384705263,0.00054057623474051,-98.7729641482346,-27.3353303704834
"村里士林區德華里",-191.236641900177,25.3482804372898,-7.54436350715327,4.60431046608983e-14,-240.919289106861,-141.553994693492
"村里士林區臨溪里",21.2652961913959,39.1391850984284,0.543324960341339,0.586907955545031,-55.4475336990972,97.9781260818891
"村里士林區舊佳里",-82.2972321076843,23.9399414410354,-3.43765386019779,0.000587146644338784,-129.219533906662,-35.3749303087064
"村里士林區蘭雅里",-71.7037381929951,16.4034059474205,-4.3712713336995,1.23717678861541e-05,-103.854425206652,-39.5530511793378
"村里士林區蘭興里",-59.142566501417,15.957751808077,-3.70619666308397,0.000210570412766716,-90.4197710934174,-27.8653619094167
"村里大同區大有里",-293.421777215612,41.2849612280414,-7.10723150725197,1.19613817539721e-12,-374.340329805751,-212.503224625474
"村里大同區民權里",-114.356771567239,21.179413020194,-5.39943063852636,6.70877484486753e-08,-155.868435750147,-72.8451073843315
"村里大同區永樂里",-228.575618432018,25.3071323129191,-9.03206319885292,1.72963046748389e-19,-278.177615286447,-178.973621577589
"村里大同區玉泉里",-230.421001262571,31.5164656962225,-7.31113074300678,2.6795594405207e-13,-292.193295847236,-168.648706677905
"村里大同區光能里",-64.4452159364281,17.9881013002186,-3.58265805049947,0.000340365503495633,-99.7019069387155,-29.1885249341406
"村里大同區老師里",-182.788531053842,42.8630788408529,-4.26447506798383,2.00656869304167e-05,-266.800195257683,-98.7768668500016
"村里大同區至聖里",-184.302252584399,20.1277045499473,-9.15664536544883,5.50456642211665e-20,-223.752567437485,-144.851937731313
"村里大同區延平里",-196.009197121717,27.7163426215859,-7.07197193359352,1.54290832529674e-12,-250.333247849123,-141.685146394312
"村里大同區保安里",-221.280136459881,31.6279209229374,-6.99635417070374,2.65253473175541e-12,-283.270883366073,-159.289389553689
"村里大同區南芳里",-260.794966129895,27.8489624799171,-9.36462054261315,7.86797346531984e-21,-315.378951871447,-206.210980388342
"村里大同區建功里",-157.636136671975,17.3273340120597,-9.09754129298025,9.49392774435917e-20,-191.597723331996,-123.674550011953
"村里大同區建明里",-50.9084873387909,14.9810545675502,-3.39819116933608,0.000678739095268981,-80.2713646631535,-21.5456100144284
"村里大同區建泰里",-104.738215836688,17.6615035933422,-5.93031138504938,3.03892006274996e-09,-139.354775107382,-70.1216565659944
"村里大同區星明里",-119.146818981689,19.332410199036,-6.16306077488622,7.17721315354721e-10,-157.038356356376,-81.2552816070022
"村里大同區重慶里",-204.541812892316,29.9352093562154,-6.83281718388405,8.39977785721555e-12,-263.214843955802,-145.868781828829
"村里大同區國順里",-270.656955633319,46.1850979532418,-5.86026592186368,4.64360891808171e-09,-361.179779597404,-180.134131669233
"村里大同區國慶里",-209.741957838885,49.9685732799049,-4.1974774157347,2.70264927713451e-05,-307.680396062677,-111.803519615093
"村里大同區揚雅里",-172.765894019327,29.6460900938006,-5.82761144800861,5.64922915226355e-09,-230.872251128313,-114.659536910342
"村里大同區斯文里",-267.556334134087,32.3679666300171,-8.26608409457402,1.41025951191132e-16,-330.997571138518,-204.115097129657
"村里大同區景星里",-212.697158938813,47.5275570766746,-4.47523861989531,7.64561533410395e-06,-305.851203714263,-119.543114163362
"村里大同區朝陽里",-206.469318612139,23.644096645299,-8.73238346592489,2.55178699098926e-18,-252.811764406649,-160.126872817629
"村里大同區隆和里",-351.782809311869,32.1911675683507,-10.927929487644,8.9643977777245e-28,-414.877520033028,-288.68809859071
"村里大同區蓬萊里",-196.078228142405,20.6974416673068,-9.47354901606633,2.79239263447728e-21,-236.645228139966,-155.511228144843
"村里大同區鄰江里",-183.686332289197,42.9006621510624,-4.28166660091162,1.85765890433814e-05,-267.771659807069,-99.6010047713253
"村里大同區雙連里",-63.5435689799822,18.8105274570404,-3.37808544311708,0.000730354567308825,-100.412215819038,-26.6749221409265
"村里大安區大學里",-102.113103767512,23.5460590579207,-4.33673862434154,1.44831066178108e-05,-148.263395822885,-55.9628117121388
"村里大安區仁愛里",13.723357849514,19.40976548084,0.707033676582069,0.479548099324731,-24.3197959310646,51.7665116300927
"村里大安區仁慈里",-24.0946226333793,22.2044083534901,-1.08512788315713,0.277869067065766,-67.6152783791916,19.426033112433
"村里大安區古風里",-93.3013070524563,29.3706581196092,-3.17668424971941,0.00149039141603465,-150.867817301334,-35.7347968035782
"村里大安區古莊里",-115.650844783313,20.9298754635211,-5.525634635757,3.29559197642615e-08,-156.673415182377,-74.6282743842481
"村里大安區正聲里",120.144634882912,19.7628619129963,6.07931358382379,1.21371600366965e-09,81.4094118508448,158.879857914979
"村里大安區民炤里",-75.8541686578086,21.9099963718606,-3.46208038424094,0.000536363485216777,-118.797776715794,-32.910560599823
"村里大安區民輝里",-106.299811431729,22.6514620421353,-4.69284548758903,2.69982070213893e-06,-150.696692716798,-61.9029301466593
"村里大安區永康里",39.2934231536338,26.4756346703635,1.48413526787398,0.137777915477752,-12.5988391303859,91.1856854376534
"村里大安區光明里",-11.4112971600803,22.8219253123384,-0.500014657129341,0.617066459399913,-56.1422865727661,33.3196922526055
"村里大安區光武里",135.916963373863,19.0703041485791,7.12715236814881,1.03534302025358e-12,98.5391540395383,173.294772708188
"村里大安區光信里",-53.9680797824797,18.458212798885,-2.92379768130854,0.0034590939057381,-90.1461896476298,-17.7899699173296
"村里大安區全安里",-79.2015312607272,20.3575969341197,-3.89051475559887,0.000100131945596014,-119.102435345954,-39.3006271754998
"村里大安區住安里",-12.6008272431645,21.2816077434863,-0.592099403158169,0.55378609792192,-54.3127931544789,29.1111386681498
