"coef","estimate","se","t_value","p_value","lower","upper"
"是否為店面FALSE",529.47993553119,24.443730103366,21.6611758226817,5.6996718199031e-103,481.568465118466,577.391405943914
"是否為店面TRUE",689.853298918968,26.8191059369331,25.7224569879848,8.79465106634133e-144,637.285920897717,742.420676940219
"季數差-6",-14.8172549650603,7.42002815447888,-1.99692705426142,0.0458454229435266,-29.3610442264193,-0.273465703701328
"季數差-5",-11.3737118018452,5.30459595768254,-2.14412405630496,0.0320338888085593,-21.7711016929634,-0.976321910726897
"季數差-4",-18.6776469030725,5.24349765746183,-3.56205878656072,0.00036873638342036,-28.9552797280264,-8.40001407811856
"季數差-3",-19.0779391113548,5.36941323151218,-3.55307708473425,0.000381550795409864,-29.6023755245951,-8.55350269811449
"季數差-2",-8.3399623164706,5.4206728373769,-1.53854743989795,0.123929221116932,-18.9648712467682,2.28494661382705
"季數差0",-6.45333799898296,5.47274059135371,-1.17917849224911,0.238339879058534,-17.1803034748065,4.27362747684058
"季數差1",4.34355165305978,5.35562890579568,0.811025507827723,0.417359808864766,-6.15386648960837,14.8409697957279
"季數差2",3.34238408269399,5.44018468678419,0.61438798039589,0.538965339278505,-7.3207694768653,14.0055376422533
"季數差3",7.67165808134802,4.92911433667989,1.55639686104653,0.119628156466181,-1.98976080619938,17.3330769688954
"季數差4",18.6475141586626,4.97541251342966,3.74793328358788,0.000178754160152326,8.89534751223682,28.3996808050885
"季數差5",15.8977941931037,5.03610860650311,3.15676158623246,0.00159747304648371,6.02665883547221,25.7689295507352
"季數差6",18.4597060681976,6.21858555199775,2.96847344365429,0.00299605833832015,6.27083078510386,30.6485813512913
"到學校距離",0.0545916889928557,0.0288188479484158,1.89430504267804,0.0581976539427765,-0.00189532730827636,0.111078705293988
"到捷運站距離",-0.15449883591367,0.0135496544210958,-11.4024189187531,4.93998661362893e-30,-0.181057133855667,-0.127940537971673
"到醫療機構距離",-0.0192509742899945,0.0230137860220188,-0.836497492050016,0.402884185882787,-0.0643596513788023,0.0258577027988134
"I(到學校距離^2)",-5.99455580710567e-05,3.64163659037825e-05,-1.64611587629149,0.09975420923099,-0.000131324256418644,1.14331402765305e-05
"I(到捷運站距離^2)",4.66073864890736e-05,8.15165878938863e-06,5.71753402506794,1.09482535366238e-08,3.0629548522002e-05,6.25852244561452e-05
"I(到醫療機構距離^2)",-1.2280590884557e-05,2.88876908316487e-05,-0.425115006807768,0.67075700257086,-6.89025441919967e-05,4.43413624228826e-05
"屋齡",-2.3565736500051,0.0987127481964396,-23.8730426724164,2.2382093632608e-124,-2.55005774161357,-2.16308955839663
"房間數",-18.4071552162681,1.07114506739689,-17.1845586340619,9.3299075012756e-66,-20.5066766472159,-16.3076337853203
"衛浴數",10.8543662171492,1.2576012376855,8.63100789971041,6.48779629765707e-18,8.38937727169863,13.3193551625997
"總樓層數",2.54428942583488,0.27380883886989,9.29221071290504,1.64782202692466e-20,2.0076043934449,3.08097445822486
"租賃面積",-0.00921846977629892,0.00523474830850284,-1.76101490138987,0.0782497916440089,-0.0194789532475328,0.00104201369493498
"是否為一樓TRUE",113.434937152029,4.3912808705373,25.8318564665507,5.67123488134089e-145,104.827710570284,122.042163733775
"土地使用分區住",0.783641423895394,9.04304392110212,0.0866568193997987,0.93094509015412,-16.9413755614289,18.5086584092197
"土地使用分區其他",43.172230899855,9.655466278694,4.4712735411981,7.81443355855586e-06,24.2468220127311,62.0976397869788
"土地使用分區商",34.0023918046222,9.39997515014301,3.6172852865579,0.000298376260618583,15.5777639191917,52.4270196900527
"土地使用分區農",144.95791074942,111.095735095001,1.3048017606208,0.191974027353821,-72.7977264825172,362.713547981358
"有無附傢俱無",-9.64707263351861,3.24076609446465,-2.9767876953527,0.00291603108371515,-15.9992074424413,-3.29493782459597
"有無管理組織無",16.4280888807516,2.55740821366724,6.42372570517176,1.35703347918569e-10,11.4153847049065,21.4407930565968
"村里士林區仁勇里",115.798569982708,44.7678954766524,2.58664314571364,0.00969795821004098,28.050272546132,203.546867419284
"村里士林區公館里",-72.0965544010126,137.12439193252,-0.525774833966024,0.599049969006832,-340.870232524425,196.6771237224
"村里士林區天山里",45.5156196554954,22.9640738772086,1.98203593573476,0.0474876600941734,0.504381948694885,90.526857362296
"村里士林區天母里",-4.42603618303988,29.7086876384716,-0.148981208355644,0.881569828549813,-62.6572023255378,53.805129959458
"村里士林區天玉里",67.6872941755743,22.7082800310333,2.98073187767071,0.00287875364856776,23.1774308187997,112.197157532349
"村里士林區天和里",3.4381756108612,33.8893475765797,0.101452989116771,0.919191800088754,-62.9873849257535,69.8637361474759
"村里士林區天祿里",75.7992933514083,25.1074745654721,3.01899313504226,0.00253907264632228,26.5868360179762,125.01175068484
"村里士林區天壽里",76.7297518103285,25.4194396498515,3.0185461547252,0.00254281967906923,26.9058204568985,126.553683163759
"村里士林區天福里",41.9875496613437,23.0268225244429,1.82341917200144,0.0682535108534187,-3.14667991055636,87.1217792332438
"村里士林區永倫里",-117.359870233982,47.0181375068652,-2.49605527689918,0.0125655750558139,-209.518804017633,-25.2009364503311
"村里士林區永福里",123.844392281373,76.9120889974407,1.61020710652514,0.107367018153477,-26.9088381298158,274.597622692563
"村里士林區名山里",-37.4311848636256,33.8505734014346,-1.10577698107883,0.268835170134794,-103.780745226069,28.9183754988182
"村里士林區百齡里",-82.4158677678322,44.165374363168,-1.86607424834971,0.062044293831162,-168.983180453731,4.15144491806609
"村里士林區岩山里",-47.9831907703919,51.8790836885394,-0.924904361427491,0.355025817251253,-149.669928951174,53.70354741039
"村里士林區忠誠里",-6.72263182307931,28.6343890155834,-0.234774760495875,0.814385746589654,-62.84809533888,49.4028316927214
"村里士林區承德里",-28.6577170442769,29.1996758645089,-0.981439560399685,0.326386833851006,-85.8911834721726,28.5757493836188
"村里士林區明勝里",-101.917887983702,36.0278217957868,-2.82886621792996,0.00467555315616738,-172.535011913001,-31.3007640544035
"村里士林區東山里",51.8391642325615,45.7591411841006,1.13287013023254,0.257281159272234,-37.8520461384689,141.530374603592
"村里士林區社子里",-109.186777726005,34.5194721991636,-3.16304887560393,0.00156338646206156,-176.847427877977,-41.5261275740338
