"coef","estimate","se","t_value","lower","upper","NA"
"村里中山區龍洲里",-116.036840487201,26.4371718621411,-4.38915482685836,1.13969390648105e-05,-167.8537007218,-64.219980252602
"村里中正區三愛里",-7.99588894139943,17.8221209824193,-0.448649683687312,0.653685868125017,-42.9272483487419,26.9354704659431
"村里中正區文北里",-47.5658574862852,22.4617866150939,-2.11763464328887,0.0342097711664766,-91.5909621276953,-3.54075284487502
"村里中正區文盛里",-15.6712082861581,28.3360888800234,-0.553047682498134,0.580232643385238,-71.2099461189284,39.8675295466121
"村里中正區文祥里",-123.53066636831,25.8951011574812,-4.77042609785756,1.84230937081663e-06,-174.285067952373,-72.7762647842468
"村里中正區水源里",72.1333482077763,28.6731622986561,2.51570954945409,0.0118816703953924,15.9339464313298,128.332749984223
"村里中正區永功里",-186.316608608503,30.922587299074,-6.02525936159561,1.6973442483909e-09,-246.924883673767,-125.708333543239
"村里中正區永昌里",-211.030540600541,63.453396344136,-3.32575642533031,0.000882272860203393,-335.399205559109,-86.6618756419736
"村里中正區光復里",-98.0677264632266,17.6475514880762,-5.55701602737851,2.75487778034166e-08,-132.656929639306,-63.4785232871472
"村里中正區幸市里",-51.4868664726114,21.2811294802284,-2.41936719197381,0.015550236663903,-93.1978829785233,-9.77584996669944
"村里中正區幸福里",-74.5206038353349,19.4447199375283,-3.8324338984955,0.00012699987841769,-112.632257402436,-36.4089502682342
"村里中正區忠勤里",-7.48454245928957,28.6698370273955,-0.261059818796239,0.794047196455985,-63.6774267036395,48.7083417850603
"村里中正區東門里",-159.754792750912,27.051720150073,-5.9055317689467,3.53235395055861e-09,-212.776167708539,-106.733417793285
"村里中正區板溪里",-162.800980177013,25.9882646111335,-6.26440366884936,3.76566985853698e-10,-213.737982142162,-111.863978211863
"村里中正區林興里",-167.222449368217,29.868842254445,-5.59855812099084,2.17003136605568e-08,-225.765384011095,-108.679514725339
"村里中正區河堤里",-131.916705003476,28.1156108831696,-4.69193806784555,2.71173672939405e-06,-187.023305934184,-76.8101040727675
"村里中正區南門里",-186.949109791928,39.1018214627209,-4.78108443030364,1.74729306148379e-06,-263.588684865143,-110.309534718713
"村里中正區南福里",-91.8811846990234,16.8679235548627,-5.44709515668488,5.13824483478292e-08,-124.942317026187,-58.8200523718596
"村里中正區建國里",-55.1537181474224,25.2173164967036,-2.18713669056071,0.0287360631132318,-104.579661709583,-5.72777458526144
"村里中正區梅花里",-103.015358780827,18.773536603339,-5.48726438483123,4.09710282146198e-08,-139.811492926984,-66.2192246346708
"村里中正區頂東里",-165.796578958622,20.7353117282368,-7.99585659148032,1.30756981006271e-15,-206.437792600748,-125.155365316495
"村里中正區富水里",-232.700849238413,61.1698242929435,-3.80417717278382,0.000142405200207848,-352.593712684273,-112.807985792553
"村里中正區廈安里",-186.806575143586,40.5068148821365,-4.61173201810958,4.00079739012646e-06,-266.19993749874,-107.413212788433
"村里中正區愛國里",-68.0758061487067,32.9111087003261,-2.06847501761714,0.0385992842746559,-132.581583415019,-3.57002888239454
"村里中正區新營里",-142.136524265563,22.0971584165976,-6.4323439958145,1.26512048834062e-10,-185.446957591236,-98.82609093989
"村里中正區網溪里",-246.473984186897,26.3568570198163,-9.35141788725362,8.9093222011224e-21,-298.133427320256,-194.814541053537
"村里中正區黎明里",6.23410936147406,17.8720396851371,0.348819131520759,0.727226218481096,-28.7950907095865,41.2633094325347
"村里中正區螢圃里",-172.519763606603,26.0997935937508,-6.61000490241083,3.87238178578561e-11,-223.675362391962,-121.364164821245
"村里中正區螢雪里",-151.197896768151,48.9713809409683,-3.08747464055405,0.00201949127734353,-247.18180968235,-55.2139838539528
"村里中正區龍光里",-211.763520513166,34.4169885854323,-6.15287766933796,7.65276627077771e-10,-279.220822547087,-144.306218479245
"村里中正區龍福里",-133.694538770856,25.9133842165519,-5.15928516528768,2.48613881586621e-07,-184.484775153039,-82.9043023886737
"村里中正區龍興里",-108.416887494535,41.6606425028674,-2.60238155201455,0.00925995897417604,-190.071752134048,-26.7620228550225
"村里內湖區大湖里",-201.32459095477,26.2507182034439,-7.66929839383814,1.75310150471743e-14,-252.77600199445,-149.873179915089
"村里內湖區五分里",-192.654827307426,25.8706680926265,-7.44684391673421,9.67658929906217e-14,-243.361340081246,-141.948314533606
"村里內湖區內湖里",-227.563769985665,17.3509854088741,-13.1153225377781,3.01463239725863e-39,-261.571703608539,-193.555836362792
"村里內湖區內溝里",-176.370454689004,34.3563044687183,-5.13356885777952,2.85108189694925e-07,-243.708815846396,-109.032093531612
"村里內湖區石潭里",-177.181649260347,16.1677517767248,-10.9589540776732,6.36439401546973e-28,-208.870444812716,-145.492853707978
"村里內湖區安泰里",-220.763780140432,33.7647557565018,-6.53829045092148,6.26806528800007e-11,-286.942705746142,-154.584854534721
"村里內湖區安湖里",-258.397184518956,28.7122889456473,-8.99953274390993,2.32553063113981e-19,-314.673274528515,-202.121094509397
"村里內湖區行善里",-259.277407300164,30.3267911001607,-8.54945076265552,1.26286035276363e-17,-318.717921739277,-199.836892861051
"村里內湖區西安里",-214.139199300483,27.5753788171762,-7.76559410915872,8.2433718759865e-15,-268.186945312678,-160.091453288289
"村里內湖區西康里",-139.776643557946,16.283158681096,-8.58412340599621,9.34950683255984e-18,-171.691636657659,-107.861650458234
"村里內湖區西湖里",-147.638834005993,17.0817435460712,-8.64307754110674,5.59249861211849e-18,-181.119053543301,-114.158614468685
"村里內湖區秀湖里",-239.821340363137,29.0803796109785,-8.24684352719381,1.65606908030056e-16,-296.818888123872,-182.823792602402
"村里內湖區明湖里",-253.084769021785,24.1848141758189,-10.4646149927764,1.31557833043486e-25,-300.487007902819,-205.682530140752
"村里內湖區東湖里",-219.262364341395,26.5261391199586,-8.26589815237827,1.412054422688e-16,-271.253600412707,-167.271128270083
"村里內湖區金湖里",-216.685251490933,19.4776313620086,-11.1248255736877,1.0078534480681e-28,-254.861411454229,-178.509091527638
"村里內湖區金瑞里",-172.103118400349,26.7046781297325,-6.44468049995828,1.16644054823238e-10,-224.444290953676,-119.761945847022
"村里內湖區金龍里",-175.612314088851,27.7223727737185,-6.33467833082944,2.39371937797788e-10,-229.948168274688,-121.276459903013
"村里內湖區南湖里",-204.02288340407,29.4142497358649,-6.93619198980638,4.06522886102709e-12,-261.674816652329,-146.370950155812
"村里內湖區康寧里",-229.193841572642,33.5090280969504,-6.83976392599404,8.00157279787389e-12,-294.87154093289,-163.516142212393
"村里內湖區清白里",-169.795507136244,17.9043377910242,-9.48348434430037,2.53791279741561e-21,-204.888011498978,-134.703002773509
"村里內湖區港都里",-207.782763791591,20.5863289582622,-10.0932402378715,6.16143722548135e-24,-248.131971185492,-167.433556397689
"村里內湖區港富里",-220.528937062936,21.4888865733825,-10.2624645678989,1.0858788114888e-24,-262.64715749803,-178.410716627843
"村里內湖區港華里",-189.943934012083,22.6712840386424,-8.37817274435494,5.480243061553e-17,-234.37965363047,-145.508214393695
"村里內湖區港墘里",-145.960194480424,15.8244620307834,-9.22370657507895,2.95209226924167e-20,-176.976142086796,-114.944246874052
"村里內湖區湖元里",-180.557303777531,15.5391736749464,-11.6194919726421,3.5199612623442e-31,-211.014086169936,-150.100521385125
"村里內湖區湖興里",-121.202585148633,18.0118448016078,-6.72904893883021,1.72172658435963e-11,-156.505803265876,-85.8993670313906
"村里內湖區湖濱里",-187.127183377271,20.5450548296062,-9.10813745347686,8.60864035128352e-20,-227.395493473723,-146.85887328082
"村里內湖區紫星里",-170.828203696322,21.6890914921921,-7.87622680082375,3.42555195645044e-15,-213.338825797915,-128.317581594729
"村里內湖區紫陽里",-210.204227886372,19.0518762350875,-11.0332560054764,2.79701364690468e-28,-247.545907746392,-172.862548026352
"村里內湖區紫雲里",-221.100725115681,28.0805450849831,-7.87380460195985,3.49249908319322e-15,-276.138597077455,-166.062853153908
"村里內湖區週美里",-173.233980118064,18.4257827897763,-9.40171617643209,5.53373123390824e-21,-209.348516745114,-137.119443491014
"村里內湖區瑞光里",-212.342395108437,30.0279158021843,-7.07149961746566,1.54792686294109e-12,-271.197113925251,-153.487676291624
"村里內湖區瑞陽里",-231.498226357404,20.4607959953223,-11.3142336402909,1.18864563242559e-29,-271.601389127871,-191.395063586937
"村里內湖區葫洲里",-228.572496109017,26.3317947227216,-8.68047539166718,4.02956989640225e-18,-280.182817136862,-176.962175081172
"村里內湖區碧山里",-186.936201744515,25.404547835377,-7.35837547496901,1.88328120530646e-13,-236.729118754447,-137.143284734583
"村里內湖區樂康里",-226.502509295137,25.4456907708207,-8.90140933233671,5.65092913960148e-19,-276.376066463807,-176.628952126468
"村里內湖區麗山里",-164.580413113354,22.9172532683437,-7.18150692782599,6.96760161463256e-13,-209.498232453448,-119.662593773259
"村里內湖區寶湖里",-161.101325184786,15.450724688462,-10.4267811661346,1.95888143706974e-25,-191.384747552358,-130.817902817214
"村里內湖區蘆洲里",-258.781538206786,41.261400913227,-6.27175841050587,3.59208872321835e-10,-339.653889279488,-177.909187134084
"村里文山區木柵里",-268.974127919773,34.0202326371267,-7.90629890126733,2.69254562108375e-15,-335.653788244218,-202.294467595329
"村里文山區木新里",-173.772695554421,35.090026419355,-4.95219620178374,7.35623423050802e-07,-242.549151829001,-104.996239279841
"村里文山區忠順里",-144.851817925303,47.6599530810799,-3.03927739246571,0.00237239692824855,-238.265332066215,-51.43830378439
"村里文山區明義里",-205.31752125512,47.7153814286015,-4.30296300915765,1.6877251396244e-05,-298.839674964271,-111.795367545968
"村里文山區明興里",-193.381923667032,40.1514947160235,-4.81630696527613,1.4656493840465e-06,-272.078858451111,-114.684988882952
"村里文山區指南里",-109.258110914315,41.4993518624167,-2.63276668215301,0.00847123375524119,-190.596845877894,-27.9193759507362
"村里文山區政大里",-178.248343816165,25.5325828496637,-6.98121082640542,2.95413776485072e-12,-228.292209470492,-128.204478161838
"村里文山區博嘉里",-312.533439042973,37.452490297255,-8.34479727682831,7.27032890657385e-17,-385.940324820707,-239.126553265238
"村里文山區景仁里",-258.531740013153,32.6314924932065,-7.92276786196573,2.35902883175345e-15,-322.489469477711,-194.574010548595
"村里文山區景行里",-306.259101271558,19.9009717935348,-15.3891530749795,2.39952938402361e-53,-345.265008534846,-267.253194008269
"村里文山區景東里",-227.416920361175,31.2579976200516,-7.27547948289849,3.49033263864327e-13,-288.682599698498,-166.151241023852
"村里文山區景美里",-215.427692009093,48.2677622754247,-4.46317960173548,8.08864796710846e-06,-310.032512248741,-120.822871769446
"村里文山區景華里",-246.184276643424,28.0929523104915,-8.76320416318384,1.94197974397713e-18,-301.246466768782,-191.122086518065
"村里文山區景慶里",-258.701260123308,39.5512582098902,-6.54091100592641,6.15926786040473e-11,-336.221731278517,-181.180788968099
"村里文山區華興里",-183.965198219452,36.9017973486427,-4.98526390141315,6.20345682020993e-07,-256.2927257474,-111.637670691504
"村里文山區順興里",-161.159830489763,43.8510823046945,-3.67516198049484,0.000237887676403542,-247.107957421303,-75.2117035582229
"村里文山區萬年里",-245.832026674698,33.8459670121995,-7.26325906380782,3.82050162780222e-13,-312.170126351974,-179.493926997423
"村里文山區萬有里",-245.536017336075,33.1288967671378,-7.41153619035193,1.2633943166181e-13,-310.468659241222,-180.603375430928
"村里文山區萬和里",-345.061022016185,42.0275896130334,-8.21034528016748,2.24515653977229e-16,-427.435103038604,-262.686940993766
"村里文山區萬芳里",-274.028042481359,30.1161885901202,-9.09902797498273,9.36114190978342e-20,-333.055775973829,-215.00030898889
"村里文山區萬美里",-290.643118876714,41.8560106199065,-6.94388009206221,3.85005841661608e-12,-372.680905050636,-208.605332702791
"村里文山區萬盛里",-212.399709049317,38.8294514338054,-5.4700672094584,4.51502717264893e-08,-288.505438830985,-136.293979267648
"村里文山區萬祥里",-262.751599708464,39.7268076271105,-6.61396209266902,3.77027861395399e-11,-340.6161477439,-184.887051673027
"村里文山區萬隆里",-230.677454013005,37.6506800465909,-6.12678054493447,9.01829066497687e-10,-304.472791724813,-156.882116301198
"村里文山區萬興里",-195.896064287469,37.4104786465962,-5.23639556013251,1.64246093854626e-07,-269.220607224533,-122.571521350404
"村里文山區試院里",-275.754196596191,39.8860877071253,-6.91354335428918,4.76996304855923e-12,-353.93093360885,-197.577459583533
"村里文山區樟文里",-56.8396360168347,42.9386012884578,-1.32374214136578,0.185593307888343,-140.999300039724,27.3200280060548
"村里文山區樟林里",-177.813864822607,51.4527724764432,-3.45586556883823,0.000548875572257354,-278.661305464034,-76.9664241811806
"村里文山區樟新里",-118.072109040542,79.0111049183858,-1.49437359675585,0.135082805948618,-272.933884796522,36.7896667154392
"村里文山區樟腳里",-113.335361465633,44.7525985589284,-2.53248671842816,0.0113279762554583,-201.050460370895,-25.6202625603718
"村里文山區樟樹里",-109.185683607383,50.1965231431773,-2.17516426976324,0.029621365749308,-207.570875394769,-10.8004918199974
"村里文山區興光里",-60.3831696390798,38.4676745755904,-1.56971198039082,0.116486953180818,-135.779816732328,15.0134774541683
"村里文山區興安里",-178.719363459464,32.8109389160902,-5.44694450580996,5.1425949785984e-08,-243.028807935848,-114.409918983079
"村里文山區興邦里",-250.096496296182,38.4905812880235,-6.49760247642714,8.21919629481189e-11,-325.538040548731,-174.654952043632
"村里文山區興旺里",-212.789659388059,34.4990524400458,-6.16798562099222,6.95675653633053e-10,-280.407806587529,-145.171512188589
"村里文山區興昌里",-216.279126130256,37.6579840318826,-5.74324759251973,9.32864760408766e-09,-290.088779654171,-142.469472606342
"村里文山區興家里",-250.628123044219,40.3552366612101,-6.21054772019527,5.31155972255807e-10,-329.72439206695,-171.531854021488
"村里文山區興泰里",-339.335769801693,30.981699065345,-10.9527811591606,6.81263268054186e-28,-400.059903936416,-278.61163566697
"村里文山區興得里",28.7532922431345,35.0299400909089,0.820820480095445,0.41175151228578,-39.905394819998,97.411979306267
"村里文山區興業里",-222.771686228594,41.109207671979,-5.41902164610292,6.0136428552103e-08,-303.345738528965,-142.197633928224
"村里文山區興福里",-198.641450624646,58.6630672509049,-3.38614156970427,0.000709243442195472,-313.621069947166,-83.6618313021264
"村里文山區興豐里",-303.099990409458,46.8415820841732,-6.47074622425848,9.82041881717008e-11,-394.909497291656,-211.29048352726
"村里北投區一德里",-339.010275331227,24.6804949454725,-13.735959350905,7.08934855937599e-43,-387.384048584245,-290.636502078209
"村里北投區八仙里",-299.536770428259,21.5419576457178,-13.9048073232009,6.8369981943148e-44,-341.759010171925,-257.314530684594
"村里北投區大屯里",-117.27996685667,93.2581985191651,-1.25758344809296,0.208546916786578,-300.066047894261,65.5061141809215
"村里北投區大同里",-288.857985872027,27.074373483938,-10.6690552246165,1.49370750089014e-26,-341.92376136693,-235.792210377124
"村里北投區中心里",-214.947754318996,21.1942911836602,-10.14177603093,3.75584444759178e-24,-256.488567752516,-173.406940885476
"村里北投區中央里",-278.060286007467,24.5113300199544,-11.3441533275061,8.45281147093365e-30,-326.10249598481,-230.018076030123
"村里北投區中和里",-255.504820071961,41.6734742348061,-6.13111397030011,8.77614684927239e-10,-337.184834907717,-173.824805236206
"村里北投區中庸里",-254.125571605717,30.1300354337872,-8.43429381834533,3.39871640620356e-17,-313.180444913547,-195.070698297888
"村里北投區文化里",-315.303706314039,53.2374525369353,-5.92259192145391,3.18478763929497e-09,-419.649120102526,-210.958292525551
"村里北投區文林里",-145.11162553452,25.6053675809466,-5.66723461695196,1.45726884870484e-08,-195.29814927148,-94.9251017975598
"村里北投區永和里",-57.0268979431511,21.4429812478534,-2.65946685696327,0.00782834295581429,-99.0551439343301,-14.998651951972
"村里北投區永明里",-105.305494640131,25.8329990422259,-4.07639447777632,4.57931994982084e-05,-155.938176070342,-54.6728132099191
"村里北投區永欣里",-79.4547798727515,17.5446174409198,-4.52872683832004,5.9444405142018e-06,-113.842232303226,-45.0673274422773
"村里北投區石牌里",-225.083746567544,29.9242908169396,-7.5217737972299,5.47238950368748e-14,-283.73536040001,-166.432132735077
"村里北投區立農里",-198.002103286503,28.0299427854931,-7.06394960566879,1.63438363950054e-12,-252.940794734797,-143.063411838208
"村里北投區立賢里",-240.330837252353,35.612351930215,-6.74852471758391,1.50591742299243e-11,-310.131051595093,-170.530622909613
"村里北投區吉利里",-226.161049788573,38.3145131023149,-5.90275150266516,3.59239000396893e-09,-301.257500374592,-151.064599202555
"村里北投區吉慶里",-198.520355396803,30.8907905508279,-6.42652233422632,1.31447770800555e-10,-259.066308831433,-137.974401962172
"村里北投區秀山里",-159.444706735603,93.3703812384174,-1.70765830256672,0.0877044924221366,-342.450665917292,23.5612524460857
"村里北投區奇岩里",-157.811562827233,20.7806119642507,-7.59417302525639,3.13847845882526e-14,-198.541564937747,-117.08156071672
"村里北投區東華里",-201.817146425605,38.5841919409278,-5.23056558329862,1.69509373039226e-07,-277.442167569832,-126.192125281377
"村里北投區林泉里",-232.644344879998,26.1425524807375,-8.89906771924494,5.7712707737891e-19,-283.883751089325,-181.404938670671
"村里北投區長安里",-230.345293120203,21.6286811772414,-10.6499925368812,1.83283575442037e-26,-272.737510996758,-187.953075243648
"村里北投區建民里",-161.02561784067,22.1231754879984,-7.2785942473776,3.410763611194e-13,-204.38704462962,-117.66419105172
"村里北投區泉源里",-232.245119930986,206.936528505789,-1.12230122737605,0.261738489935382,-637.840742296816,173.350502434845
"村里北投區洲美里",-247.483356033733,64.1195684872615,-3.85971649330266,0.000113627249213002,-373.157718478118,-121.808993589348
"村里北投區振華里",-57.215855098822,22.9983490213291,-2.48782445408403,0.0128551776207153,-102.29262212515,-12.1390880724939
"村里北投區桃源里",-327.665053696643,30.7896912757255,-10.6420376470281,1.99598875629447e-26,-388.012852539129,-267.317254854157
"村里北投區清江里",-291.709595552274,33.0355577227266,-8.83017014577582,1.07026282218796e-18,-356.459292918425,-226.959898186124
"村里北投區尊賢里",-268.060807842292,44.2448112179647,-6.05858179667069,1.38071372579368e-09,-354.780643494251,-181.340972190332
"村里北投區智仁里",-160.242796974226,20.245414331692,-7.91501691933184,2.51059353022573e-15,-199.923811656401,-120.56178229205
"村里北投區湖山里",308.358950064209,122.201006922759,2.52337487087252,0.011625782790477,68.8449608499701,547.872939278448
"村里北投區開明里",-182.579490057454,27.8781055176178,-6.54920722436005,5.82687372617566e-11,-237.220580441273,-127.938399673635
"村里北投區溫泉里",-256.10010405701,29.744044209894,-8.61013056092156,7.45618126150948e-18,-314.39843451659,-197.80177359743
"村里北投區裕民里",-183.775211082985,16.6143096238857,-11.0612607591457,2.0488125180287e-28,-216.339260072963,-151.211162093006
"村里北投區榮光里",-203.649779264991,29.8647953064403,-6.81905826493559,9.24291167509861e-12,-262.184781889262,-145.114776640721
"村里北投區榮華里",-129.290335521461,22.2104190400444,-5.82115696639292,5.87126895961252e-09,-172.822759683591,-85.7579113593305
"村里北投區福興里",-172.460099508177,32.0163233445071,-5.38663036515607,7.20370837692313e-08,-235.212097362523,-109.708101653831
"村里北投區稻香里",-308.579953010272,33.8144627388784,-9.12567960618461,7.32402833187036e-20,-374.856304307805,-242.303601712739
"村里北投區豐年里",-256.59833435709,49.1367075382983,-5.22213121742215,1.77413476353149e-07,-352.906287423222,-160.290381290957
"村里北投區關渡里",-250.531740251267,23.2470452111161,-10.7769283354544,4.66119629346749e-27,-296.095951841419,-204.967528661115
"村里松山區三民里",-83.1945941793259,26.1435825642531,-3.18221857983153,0.00146219540121844,-134.436019352476,-31.9531690061763
"村里松山區中正里",-47.1508305008428,16.0869876340225,-2.93099190311572,0.00337998052125186,-78.6813283231751,-15.6203326785105
"村里松山區中崙里",12.5787819182467,18.7349454061807,0.671407449850211,0.501963363178316,-24.1417134765389,49.2992773130323
"村里松山區中華里",-112.344906267872,17.833687714527,-6.29958918571606,3.0032018254142e-10,-147.298936471626,-77.3908760641171
"村里松山區介壽里",153.159434431492,35.0104338853112,4.37467970072062,1.21798071843808e-05,84.5389795338285,221.779889329155
"村里松山區民有里",-69.1801555619254,16.9912923739799,-4.07150639511486,4.67647736404976e-05,-102.483090790354,-35.8772203334968
"村里松山區民福里",-101.288988265638,21.3989470784149,-4.73336318345345,2.21289500665505e-06,-143.23092727908,-59.347049252196
"村里松山區吉仁里",-69.9818101068245,29.0645219356134,-2.40780874572288,0.0160513262268655,-126.948276821814,-13.0153433918352
"村里松山區吉祥里",-134.326901743117,18.0538850141646,-7.44033218543974,1.01653438836299e-13,-169.712518682353,-98.9412848038804
"村里松山區安平里",-131.661099817127,18.6424225902056,-7.06244583717889,1.65216087982498e-12,-168.200250480756,-95.121949153499
"村里松山區自強里",-261.431025612962,28.0520070207669,-9.31951234075423,1.20359160886797e-20,-316.412962965218,-206.449088260706
"村里松山區東光里",-123.477749428361,20.4584607181895,-6.03553469291938,1.59283388447555e-09,-163.576335055349,-83.3791638013733
"村里松山區東昌里",-106.428587105525,37.1483432690887,-2.86496187285111,0.00417191799842567,-179.239344669113,-33.6178295419363
"村里松山區東勢里",-118.512379526937,24.3640105927911,-4.86423936960537,1.15163426088625e-06,-166.265843408179,-70.7589156456948
"村里松山區東榮里",29.5755863043092,23.2887847015743,1.26994974977419,0.204107032338171,-16.0704346924847,75.2216073011031
"村里松山區松基里",-60.2120162624151,18.9508125544463,-3.17727886809201,0.00148732855145942,-97.3556112954391,-23.0684212293911
"村里松山區美仁里",-81.5620686069516,24.3416707912831,-3.35071775911781,0.000806478342083643,-129.271746474378,-33.8523907395254
"村里松山區莊敬里",-90.77259755845,50.2299615838486,-1.80714049336717,0.0707449532893386,-189.223328693832,7.67813357693245
"村里松山區富泰里",-91.4350925681283,25.5010124425405,-3.58554754538284,0.000336615694390084,-141.417080220452,-41.4531049158049
"村里松山區富錦里",-62.1704819912183,32.4067511038276,-1.91844229592874,0.0550592852357407,-125.687718303819,1.34675432138283
"村里松山區復建里",-10.6358623888011,20.4040629369344,-0.521261986971653,0.60218603650366,-50.6278283575642,29.356103579962
"村里松山區復盛里",-107.934926600434,22.2061565588014,-4.86058568103061,1.17308772186601e-06,-151.458996298782,-64.4108569020863
"村里松山區復勢里",-102.766533946202,18.1116622227743,-5.67405314223337,1.40043225497243e-08,-138.265394221711,-67.267673670693
"村里松山區復源里",-147.609609681724,37.7894729605788,-3.90610395216963,9.389004595922e-05,-221.676981522718,-73.5422378407303
"村里松山區敦化里",-69.8974431168258,24.9600010930375,-2.80037820736808,0.00510576804754358,-118.819048454857,-20.975837778795
"村里松山區慈祐里",-131.282540381258,18.3635041945275,-7.14910068310281,8.8255258047607e-13,-167.275010953646,-95.2900698088688
"村里松山區新東里",-109.785946750958,29.5459031954395,-3.71577561954187,0.00020274926822186,-167.695920796839,-51.8759727050775
"村里松山區新益里",-157.515892879029,40.1718361480619,-3.92105285649555,8.82524366137789e-05,-236.252696872508,-78.7790888855498
"村里松山區新聚里",-201.309672152845,20.1004536545637,-10.0151805333577,1.35927604815286e-23,-240.70656388929,-161.912780416401
"村里松山區福成里",-32.5618750011069,29.6559222770739,-1.09798895130904,0.272213341663535,-90.6874864610769,25.5637364588631
"村里松山區精忠里",45.5422149756387,22.7684758641916,2.00023116379361,0.0454794204248105,0.915999366731171,90.1684305845463
"村里松山區龍田里",-233.049996235387,27.1568891736532,-8.58161605864213,9.55537737723633e-18,-286.277502492696,-179.822489978077
"村里松山區鵬程里",-187.428813348363,35.4388089885195,-5.28880113914328,1.23513953583381e-07,-256.88888350316,-117.968743193565
"村里信義區三張里",-90.0177108617391,18.8432948476069,-4.77717467087087,1.78158732413e-06,-126.950571175592,-53.0848505478861
"村里信義區三犁里",-49.1853560274438,17.3128517663244,-2.84097367038718,0.00449898699948291,-83.1185477060375,-15.2521643488501
"村里信義區大仁里",-151.599851700066,54.9692678132749,-2.75790196469481,0.00581897302200321,-259.339623651907,-43.8600797482256
"村里信義區大道里",-208.092765817489,33.8587117472087,-6.14591504163309,7.99596366742377e-10,-274.455845177014,-141.729686457964
"村里信義區中行里",-200.546193597891,41.7985684765665,-4.79792014193794,1.6067323275386e-06,-282.471393163512,-118.620994032269
"村里信義區中坡里",-198.530621513648,50.2743369251982,-3.94894559840811,7.85780525474024e-05,-297.068328323757,-99.9929147035387
"村里信義區中興里",-80.7208632042049,17.5087923611495,-4.61030444243075,4.02836136691844e-06,-115.038098473742,-46.4036279346674
"村里信義區五全里",-224.247900511488,43.4021965775677,-5.1667408148506,2.38906388768471e-07,-309.316211360388,-139.179589662588
"村里信義區五常里",-150.868961490713,29.3482852041208,-5.14063974918469,2.74588114167197e-07,-208.391604248307,-93.3463187331179
"村里信義區六合里",-88.293135998279,25.1346676015927,-3.51280300968389,0.000443703998456254,-137.557087715441,-39.0291842811171
"村里信義區六藝里",-102.714148460463,29.0255523897039,-3.53874913667099,0.000402305345385345,-159.60423486048,-45.8240620604458
"村里信義區四育里",-206.5861261512,26.3924639046058,-7.82746646534764,5.05197585518683e-15,-258.315358783305,-154.856893519094
"村里信義區四維里",-175.534839106251,43.452834088105,-4.03966375933814,5.35887222796343e-05,-260.702399482287,-90.3672787302144
"村里信義區正和里",-54.1708775949168,21.9924538717627,-2.46315749532932,0.013774487548757,-97.2760899993082,-11.0656651905254
"村里信義區永吉里",-77.941040434899,39.1092892130244,-1.99290352760854,0.0462761452458943,-154.595252299665,-1.28682857013314
"村里信義區永春里",-106.315061329311,25.3824668831407,-4.18852359066513,2.81141254076272e-05,-156.064699670033,-56.565422988589
"村里信義區安康里",-69.8741625731998,14.9489351229778,-4.67418996727045,2.95701384373629e-06,-99.1740773281775,-40.5742478182221
"村里信義區西村里",377.105734420877,22.4985676813623,16.7613218655367,6.33074368516142e-63,333.008538884872,421.202929956882
"村里信義區松友里",-203.631359213317,33.3360972393323,-6.10843428225482,1.01176462717463e-09,-268.970114070494,-138.292604356141
"村里信義區松光里",-117.421157502738,19.9290189640985,-5.89196877750325,3.83476637729196e-09,-156.482037223922,-78.3602777815545
"村里信義區松隆里",-264.25841333262,70.1354104309254,-3.76783156623688,0.000164815611828169,-401.723826756806,-126.792999908434
"村里信義區長春里",20.1400974689694,43.5139371287556,0.4628424545767,0.643478832255284,-65.1472248745651,105.427419812504
"村里信義區泰和里",-127.469636449238,24.0353448915707,-5.30342447858702,1.14017183910355e-07,-174.578915514008,-80.3603573844673
"村里信義區國業里",-139.506093804583,24.1861949717619,-5.76800501143156,8.05743748641847e-09,-186.911039045842,-92.1011485633248
"村里信義區富台里",30.5521892809852,19.4992213270272,1.56684150451885,0.11715656406741,-7.66628701651109,68.7706655784815
"村里信義區惠安里",-167.814398089215,28.1272401869897,-5.96625893523808,2.4399431741306e-09,-222.9437924569,-112.68500372153
"村里信義區敦厚里",-11.1957075888064,17.1952376158534,-0.651093508500538,0.51498840603994,-44.8983755174187,22.5069603398058
"村里信義區景勤里",-153.356958766222,36.3981909967097,-4.21331265556811,2.51987931090725e-05,-224.697417779904,-82.0164997525403
"村里信義區景新里",19.1561741665351,17.782052983675,1.07727573324191,0.28136105941651,-15.6966519581386,54.0090002912088
"村里信義區景聯里",-100.959465541689,22.0066779397404,-4.58767406048929,4.49039135929521e-06,-144.092557121138,-57.8263739622402
"村里信義區雅祥里",-118.138089278319,18.3714664697078,-6.43052036554149,1.28038345718863e-10,-154.146165911081,-82.1300126455571
"村里信義區新仁里",-43.6963404053128,20.3887504149418,-2.14315931658519,0.032103972761488,-83.65829382901,-3.73438698161561
"村里信義區嘉興里",-133.876930419314,22.8834274763094,-5.85038803989977,4.92746849726407e-09,-178.72845120269,-89.0254096359383
"村里信義區廣居里",-57.4056870459116,20.458170565921,-2.80600295422004,0.00501749968992304,-97.5037039744159,-17.3076701174074
"村里信義區黎平里",-132.440292459512,22.2165205787474,-5.96134268595624,2.51446834627837e-09,-175.984675638281,-88.8959092807428
"村里信義區黎安里",-220.138787833752,85.6890521534236,-2.56904216234765,0.0102001935263857,-388.089341025397,-52.1882346421064
